score,series_ID,starters_playoff_exp_diff,bench_playoff_exp_diff,at_home,team,reg_season_points,opp_reg_season_pa
76,277,-4016,-2837,0,Denver Nuggets,99.5,
104,277,4016,2837,1,San Antonio Spurs,96.2,
86,277,4016,2837,0,San Antonio Spurs,96.2,
78,277,-4016,-2837,1,Denver Nuggets,99.5,
126,277,4016,2837,0,San Antonio Spurs,96.2,
115,277,-4016,-2837,1,Denver Nuggets,99.5,
89,277,-4016,-2837,0,Denver Nuggets,99.5,
99,277,4016,2837,1,San Antonio Spurs,96.2,
82,278,3388,3100,0,Sacramento Kings,103.7,
87,278,-3388,-3100,1,Seattle SuperSonics,98.9,
93,278,3388,3100,0,Sacramento Kings,103.7,
105,278,-3388,-3100,1,Seattle SuperSonics,98.9,
104,278,-3388,-3100,0,Seattle SuperSonics,98.9,
116,278,3388,3100,1,Sacramento Kings,103.7,
115,278,-3388,-3100,0,Seattle SuperSonics,98.9,
102,278,3388,3100,1,Sacramento Kings,103.7,
118,278,3388,3100,0,Sacramento Kings,103.7,
122,278,-3388,-3100,1,Seattle SuperSonics,98.9,
81,279,-983,2405,0,Indiana Pacers,93.0,
96,279,983,-2405,1,Detroit Pistons,93.3,
92,279,-983,2405,0,Indiana Pacers,93.0,
83,279,983,-2405,1,Detroit Pistons,93.3,
74,279,983,-2405,0,Detroit Pistons,93.3,
79,279,-983,2405,1,Indiana Pacers,93.0,
89,279,983,-2405,0,Detroit Pistons,93.3,
76,279,-983,2405,1,Indiana Pacers,93.0,
67,279,-983,2405,0,Indiana Pacers,93.0,
86,279,983,-2405,1,Detroit Pistons,93.3,
88,279,983,-2405,0,Detroit Pistons,93.3,
79,279,-983,2405,1,Indiana Pacers,93.0,
86,280,-4373,-7321,0,Washington Wizards,100.5,
105,280,4373,7321,1,Miami Heat,101.5,
102,280,-4373,-7321,0,Washington Wizards,100.5,
108,280,4373,7321,1,Miami Heat,101.5,
102,280,4373,7321,0,Miami Heat,101.5,
95,280,-4373,-7321,1,Washington Wizards,100.5,
99,280,4373,7321,0,Miami Heat,101.5,
95,280,-4373,-7321,1,Washington Wizards,100.5,
102,281,1385,959,0,Dallas Mavericks,102.5,
127,281,-1385,-959,1,Phoenix Suns,110.4,
108,281,1385,959,0,Dallas Mavericks,102.5,
106,281,-1385,-959,1,Phoenix Suns,110.4,
119,281,-1385,-959,0,Phoenix Suns,110.4,
102,281,1385,959,1,Dallas Mavericks,102.5,
109,281,-1385,-959,0,Phoenix Suns,110.4,
119,281,1385,959,1,Dallas Mavericks,102.5,
108,281,1385,959,0,Dallas Mavericks,102.5,
114,281,-1385,-959,1,Phoenix Suns,110.4,
130,281,-1385,-959,0,Phoenix Suns,110.4,
126,281,1385,959,1,Dallas Mavericks,102.5,
81,282,-5991,-6930,0,Seattle SuperSonics,98.9,
103,282,5991,6930,1,San Antonio Spurs,96.2,
91,282,-5991,-6930,0,Seattle SuperSonics,98.9,
108,282,5991,6930,1,San Antonio Spurs,96.2,
91,282,5991,6930,0,San Antonio Spurs,96.2,
92,282,-5991,-6930,1,Seattle SuperSonics,98.9,
89,282,5991,6930,0,San Antonio Spurs,96.2,
101,282,-5991,-6930,1,Seattle SuperSonics,98.9,
90,282,-5991,-6930,0,Seattle SuperSonics,98.9,
103,282,5991,6930,1,San Antonio Spurs,96.2,
98,282,5991,6930,0,San Antonio Spurs,96.2,
96,282,-5991,-6930,1,Seattle SuperSonics,98.9,
90,283,428,-3354,0,Detroit Pistons,93.3,
81,283,-428,3354,1,Miami Heat,101.5,
86,283,428,-3354,0,Detroit Pistons,93.3,
92,283,-428,3354,1,Miami Heat,101.5,
113,283,-428,3354,0,Miami Heat,101.5,
104,283,428,-3354,1,Detroit Pistons,93.3,
96,283,-428,3354,0,Miami Heat,101.5,
106,283,428,-3354,1,Detroit Pistons,93.3,
76,283,428,-3354,0,Detroit Pistons,93.3,
88,283,-428,3354,1,Miami Heat,101.5,
66,283,-428,3354,0,Miami Heat,101.5,
91,283,428,-3354,1,Detroit Pistons,93.3,
88,283,428,-3354,0,Detroit Pistons,93.3,
82,283,-428,3354,1,Miami Heat,101.5,
121,284,9440,685,0,San Antonio Spurs,96.2,
114,284,-9440,-685,1,Phoenix Suns,110.4,
111,284,9440,685,0,San Antonio Spurs,96.2,
108,284,-9440,-685,1,Phoenix Suns,110.4,
92,284,-9440,-685,0,Phoenix Suns,110.4,
102,284,9440,685,1,San Antonio Spurs,96.2,
111,284,-9440,-685,0,Phoenix Suns,110.4,
106,284,9440,685,1,San Antonio Spurs,96.2,
101,284,9440,685,0,San Antonio Spurs,96.2,
95,284,-9440,-685,1,Phoenix Suns,110.4,
86,256,311,-766,0,Washington Wizards,101.7,
97,256,-311,766,1,Cleveland Cavaliers,97.6,
89,256,311,-766,0,Washington Wizards,101.7,
84,256,-311,766,1,Cleveland Cavaliers,97.6,
97,256,-311,766,0,Cleveland Cavaliers,97.6,
96,256,311,-766,1,Washington Wizards,101.7,
96,256,-311,766,0,Cleveland Cavaliers,97.6,
106,256,311,-766,1,Washington Wizards,101.7,
120,256,311,-766,0,Washington Wizards,101.7,
121,256,-311,766,1,Cleveland Cavaliers,97.6,
114,256,-311,766,0,Cleveland Cavaliers,97.6,
113,256,311,-766,1,Washington Wizards,101.7,
74,257,-12921,-2229,0,Milwaukee Bucks,97.8,
92,257,12921,2229,1,Detroit Pistons,96.8,
98,257,-12921,-2229,0,Milwaukee Bucks,97.8,
109,257,12921,2229,1,Detroit Pistons,96.8,
104,257,12921,2229,0,Detroit Pistons,96.8,
124,257,-12921,-2229,1,Milwaukee Bucks,97.8,
109,257,12921,2229,0,Detroit Pistons,96.8,
99,257,-12921,-2229,1,Milwaukee Bucks,97.8,
93,257,-12921,-2229,0,Milwaukee Bucks,97.8,
122,257,12921,2229,1,Detroit Pistons,96.8,
106,258,-14306,-4129,0,Chicago Bulls,97.8,
111,258,14306,4129,1,Miami Heat,99.9,
108,258,-14306,-4129,0,Chicago Bulls,97.8,
115,258,14306,4129,1,Miami Heat,99.9,
90,258,14306,4129,0,Miami Heat,99.9,
109,258,-14306,-4129,1,Chicago Bulls,97.8,
87,258,14306,4129,0,Miami Heat,99.9,
93,258,-14306,-4129,1,Chicago Bulls,97.8,
78,258,-14306,-4129,0,Chicago Bulls,97.8,
92,258,14306,4129,1,Miami Heat,99.9,
113,258,14306,4129,0,Miami Heat,99.9,
96,258,-14306,-4129,1,Chicago Bulls,97.8,
90,259,-1464,101,0,Indiana Pacers,93.9,
88,259,1464,-101,1,New Jersey Nets,93.8,
75,259,-1464,101,0,Indiana Pacers,93.9,
90,259,1464,-101,1,New Jersey Nets,93.8,
95,259,1464,-101,0,New Jersey Nets,93.8,
107,259,-1464,101,1,Indiana Pacers,93.9,
97,259,1464,-101,0,New Jersey Nets,93.8,
88,259,-1464,101,1,Indiana Pacers,93.9,
86,259,-1464,101,0,Indiana Pacers,93.9,
92,259,1464,-101,1,New Jersey Nets,93.8,
96,259,1464,-101,0,New Jersey Nets,93.8,
90,259,-1464,101,1,Indiana Pacers,93.9,
93,260,-418,-247,0,Memphis Grizzlies,92.2,
103,260,418,247,1,Dallas Mavericks,99.1,
79,260,-418,-247,0,Memphis Grizzlies,92.2,
94,260,418,247,1,Dallas Mavericks,99.1,
94,260,418,247,0,Dallas Mavericks,99.1,
89,260,-418,-247,1,Memphis Grizzlies,92.2,
102,260,418,247,0,Dallas Mavericks,99.1,
76,260,-418,-247,1,Memphis Grizzlies,92.2,
87,261,-564,2331,0,Denver Nuggets,100.3,
89,261,564,-2331,1,Los Angeles Clippers,97.2,
87,261,-564,2331,0,Denver Nuggets,100.3,
98,261,564,-2331,1,Los Angeles Clippers,97.2,
87,261,564,-2331,0,Los Angeles Clippers,97.2,
94,261,-564,2331,1,Denver Nuggets,100.3,
100,261,564,-2331,0,Los Angeles Clippers,97.2,
86,261,-564,2331,1,Denver Nuggets,100.3,
83,261,-564,2331,0,Denver Nuggets,100.3,
101,261,564,-2331,1,Los Angeles Clippers,97.2,
102,262,1082,1846,0,Los Angeles Lakers,99.4,
107,262,-1082,-1846,1,Phoenix Suns,108.4,
99,262,1082,1846,0,Los Angeles Lakers,99.4,
93,262,-1082,-1846,1,Phoenix Suns,108.4,
92,262,-1082,-1846,0,Phoenix Suns,108.4,
99,262,1082,1846,1,Los Angeles Lakers,99.4,
98,262,-1082,-1846,0,Phoenix Suns,108.4,
99,262,1082,1846,1,Los Angeles Lakers,99.4,
97,262,1082,1846,0,Los Angeles Lakers,99.4,
114,262,-1082,-1846,1,Phoenix Suns,108.4,
126,262,-1082,-1846,0,Phoenix Suns,108.4,
118,262,1082,1846,1,Los Angeles Lakers,99.4,
90,262,1082,1846,0,Los Angeles Lakers,99.4,
121,262,-1082,-1846,1,Phoenix Suns,108.4,
88,263,-8824,-9177,0,Sacramento Kings,98.9,
122,263,8824,9177,1,San Antonio Spurs,95.6,
119,263,-8824,-9177,0,Sacramento Kings,98.9,
128,263,8824,9177,1,San Antonio Spurs,95.6,
93,263,8824,9177,0,San Antonio Spurs,95.6,
94,263,-8824,-9177,1,Sacramento Kings,98.9,
84,263,8824,9177,0,San Antonio Spurs,95.6,
102,263,-8824,-9177,1,Sacramento Kings,98.9,
98,263,-8824,-9177,0,Sacramento Kings,98.9,
109,263,8824,9177,1,San Antonio Spurs,95.6,
105,263,8824,9177,0,San Antonio Spurs,95.6,
83,263,-8824,-9177,1,Sacramento Kings,98.9,
86,264,-11520,-4652,0,Cleveland Cavaliers,97.6,
113,264,11520,4652,1,Detroit Pistons,96.8,
91,264,-11520,-4652,0,Cleveland Cavaliers,97.6,
97,264,11520,4652,1,Detroit Pistons,96.8,
77,264,11520,4652,0,Detroit Pistons,96.8,
86,264,-11520,-4652,1,Cleveland Cavaliers,97.6,
72,264,11520,4652,0,Detroit Pistons,96.8,
74,264,-11520,-4652,1,Cleveland Cavaliers,97.6,
86,264,-11520,-4652,0,Cleveland Cavaliers,97.6,
84,264,11520,4652,1,Detroit Pistons,96.8,
84,264,11520,4652,0,Detroit Pistons,96.8,
82,264,-11520,-4652,1,Cleveland Cavaliers,97.6,
61,264,-11520,-4652,0,Cleveland Cavaliers,97.6,
79,264,11520,4652,1,Detroit Pistons,96.8,
100,265,-3652,-5028,0,New Jersey Nets,93.8,
88,265,3652,5028,1,Miami Heat,99.9,
89,265,-3652,-5028,0,New Jersey Nets,93.8,
111,265,3652,5028,1,Miami Heat,99.9,
103,265,3652,5028,0,Miami Heat,99.9,
92,265,-3652,-5028,1,New Jersey Nets,93.8,
102,265,3652,5028,0,Miami Heat,99.9,
92,265,-3652,-5028,1,New Jersey Nets,93.8,
105,265,-3652,-5028,0,New Jersey Nets,93.8,
106,265,3652,5028,1,Miami Heat,99.9,
85,266,-9123,-7864,0,Dallas Mavericks,99.1,
87,266,9123,7864,1,San Antonio Spurs,95.6,
113,266,-9123,-7864,0,Dallas Mavericks,99.1,
91,266,9123,7864,1,San Antonio Spurs,95.6,
103,266,9123,7864,0,San Antonio Spurs,95.6,
104,266,-9123,-7864,1,Dallas Mavericks,99.1,
118,266,9123,7864,0,San Antonio Spurs,95.6,
123,266,-9123,-7864,1,Dallas Mavericks,99.1,
97,266,-9123,-7864,0,Dallas Mavericks,99.1,
98,266,9123,7864,1,San Antonio Spurs,95.6,
91,266,9123,7864,0,San Antonio Spurs,95.6,
86,266,-9123,-7864,1,Dallas Mavericks,99.1,
119,266,-9123,-7864,0,Dallas Mavericks,99.1,
111,266,9123,7864,1,San Antonio Spurs,95.6,
123,267,-2175,-982,0,Los Angeles Clippers,97.2,
130,267,2175,982,1,Phoenix Suns,108.4,
122,267,-2175,-982,0,Los Angeles Clippers,97.2,
97,267,2175,982,1,Phoenix Suns,108.4,
94,267,2175,982,0,Phoenix Suns,108.4,
91,267,-2175,-982,1,Los Angeles Clippers,97.2,
107,267,2175,982,0,Phoenix Suns,108.4,
114,267,-2175,-982,1,Los Angeles Clippers,97.2,
118,267,-2175,-982,0,Los Angeles Clippers,97.2,
125,267,2175,982,1,Phoenix Suns,108.4,
106,267,2175,982,0,Phoenix Suns,108.4,
118,267,-2175,-982,1,Los Angeles Clippers,97.2,
107,267,-2175,-982,0,Los Angeles Clippers,97.2,
127,267,2175,982,1,Phoenix Suns,108.4,
91,268,-3486,2386,0,Miami Heat,99.9,
86,268,3486,-2386,1,Detroit Pistons,96.8,
88,268,-3486,2386,0,Miami Heat,99.9,
92,268,3486,-2386,1,Detroit Pistons,96.8,
83,268,3486,-2386,0,Detroit Pistons,96.8,
98,268,-3486,2386,1,Miami Heat,99.9,
78,268,3486,-2386,0,Detroit Pistons,96.8,
89,268,-3486,2386,1,Miami Heat,99.9,
78,268,-3486,2386,0,Miami Heat,99.9,
91,268,3486,-2386,1,Detroit Pistons,96.8,
78,268,3486,-2386,0,Detroit Pistons,96.8,
95,268,-3486,2386,1,Miami Heat,99.9,
121,269,989,-1410,0,Phoenix Suns,108.4,
118,269,-989,1410,1,Dallas Mavericks,99.1,
98,269,989,-1410,0,Phoenix Suns,108.4,
105,269,-989,1410,1,Dallas Mavericks,99.1,
95,269,-989,1410,0,Dallas Mavericks,99.1,
88,269,989,-1410,1,Phoenix Suns,108.4,
86,269,-989,1410,0,Dallas Mavericks,99.1,
106,269,989,-1410,1,Phoenix Suns,108.4,
101,269,989,-1410,0,Phoenix Suns,108.4,
117,269,-989,1410,1,Dallas Mavericks,99.1,
102,269,-989,1410,0,Dallas Mavericks,99.1,
93,269,989,-1410,1,Phoenix Suns,108.4,
91,241,8146,9831,0,Miami Heat,94.6,
96,241,-8146,-9831,1,Chicago Bulls,98.8,
89,241,8146,9831,0,Miami Heat,94.6,
107,241,-8146,-9831,1,Chicago Bulls,98.8,
104,241,-8146,-9831,0,Chicago Bulls,98.8,
96,241,8146,9831,1,Miami Heat,94.6,
92,241,-8146,-9831,0,Chicago Bulls,98.8,
79,241,8146,9831,1,Miami Heat,94.6,
82,242,-152,-2145,0,Washington Wizards,104.3,
97,242,152,2145,1,Cleveland Cavaliers,96.8,
102,242,-152,-2145,0,Washington Wizards,104.3,
109,242,152,2145,1,Cleveland Cavaliers,96.8,
98,242,152,2145,0,Cleveland Cavaliers,96.8,
92,242,-152,-2145,1,Washington Wizards,104.3,
97,242,152,2145,0,Cleveland Cavaliers,96.8,
90,242,-152,-2145,1,Washington Wizards,104.3,
92,243,-14561,-5820,0,Orlando Magic,94.8,
100,243,14561,5820,1,Detroit Pistons,96.0,
90,243,-14561,-5820,0,Orlando Magic,94.8,
98,243,14561,5820,1,Detroit Pistons,96.0,
93,243,14561,5820,0,Detroit Pistons,96.0,
77,243,-14561,-5820,1,Orlando Magic,94.8,
97,243,14561,5820,0,Detroit Pistons,96.0,
93,243,-14561,-5820,1,Orlando Magic,94.8,
96,244,8378,2286,0,New Jersey Nets,97.6,
91,244,-8378,-2286,1,Toronto Raptors,99.5,
83,244,8378,2286,0,New Jersey Nets,97.6,
89,244,-8378,-2286,1,Toronto Raptors,99.5,
89,244,-8378,-2286,0,Toronto Raptors,99.5,
102,244,8378,2286,1,New Jersey Nets,97.6,
81,244,-8378,-2286,0,Toronto Raptors,99.5,
102,244,8378,2286,1,New Jersey Nets,97.6,
96,244,8378,2286,0,New Jersey Nets,97.6,
98,244,-8378,-2286,1,Toronto Raptors,99.5,
97,244,-8378,-2286,0,Toronto Raptors,99.5,
98,244,8378,2286,1,New Jersey Nets,97.6,
97,245,-5437,-3545,0,Golden State Warriors,106.5,
85,245,5437,3545,1,Dallas Mavericks,100.0,
99,245,-5437,-3545,0,Golden State Warriors,106.5,
112,245,5437,3545,1,Dallas Mavericks,100.0,
91,245,5437,3545,0,Dallas Mavericks,100.0,
109,245,-5437,-3545,1,Golden State Warriors,106.5,
99,245,5437,3545,0,Dallas Mavericks,100.0,
103,245,-5437,-3545,1,Golden State Warriors,106.5,
112,245,-5437,-3545,0,Golden State Warriors,106.5,
118,245,5437,3545,1,Dallas Mavericks,100.0,
86,245,5437,3545,0,Dallas Mavericks,100.0,
111,245,-5437,-3545,1,Golden State Warriors,106.5,
87,246,-1586,-3806,0,Los Angeles Lakers,103.3,
95,246,1586,3806,1,Phoenix Suns,110.2,
98,246,-1586,-3806,0,Los Angeles Lakers,103.3,
126,246,1586,3806,1,Phoenix Suns,110.2,
89,246,1586,3806,0,Phoenix Suns,110.2,
95,246,-1586,-3806,1,Los Angeles Lakers,103.3,
113,246,1586,3806,0,Phoenix Suns,110.2,
100,246,-1586,-3806,1,Los Angeles Lakers,103.3,
110,246,-1586,-3806,0,Los Angeles Lakers,103.3,
119,246,1586,3806,1,Phoenix Suns,110.2,
95,247,-10209,-7361,0,Denver Nuggets,105.4,
89,247,10209,7361,1,San Antonio Spurs,98.5,
88,247,-10209,-7361,0,Denver Nuggets,105.4,
97,247,10209,7361,1,San Antonio Spurs,98.5,
96,247,10209,7361,0,San Antonio Spurs,98.5,
91,247,-10209,-7361,1,Denver Nuggets,105.4,
96,247,10209,7361,0,San Antonio Spurs,98.5,
89,247,-10209,-7361,1,Denver Nuggets,105.4,
78,247,-10209,-7361,0,Denver Nuggets,105.4,
93,247,10209,7361,1,San Antonio Spurs,98.5,
75,248,1837,-3050,0,Utah Jazz,101.5,
84,248,-1837,3050,1,Houston Rockets,97.0,
90,248,1837,-3050,0,Utah Jazz,101.5,
98,248,-1837,3050,1,Houston Rockets,97.0,
67,248,-1837,3050,0,Houston Rockets,97.0,
81,248,1837,-3050,1,Utah Jazz,101.5,
85,248,-1837,3050,0,Houston Rockets,97.0,
98,248,1837,-3050,1,Utah Jazz,101.5,
92,248,1837,-3050,0,Utah Jazz,101.5,
96,248,-1837,3050,1,Houston Rockets,97.0,
82,248,-1837,3050,0,Houston Rockets,97.0,
94,248,1837,-3050,1,Utah Jazz,101.5,
103,248,1837,-3050,0,Utah Jazz,101.5,
99,248,-1837,3050,1,Houston Rockets,97.0,
77,249,6392,-490,0,New Jersey Nets,97.6,
81,249,-6392,490,1,Cleveland Cavaliers,96.8,
92,249,6392,-490,0,New Jersey Nets,97.6,
102,249,-6392,490,1,Cleveland Cavaliers,96.8,
85,249,-6392,490,0,Cleveland Cavaliers,96.8,
96,249,6392,-490,1,New Jersey Nets,97.6,
87,249,-6392,490,0,Cleveland Cavaliers,96.8,
85,249,6392,-490,1,New Jersey Nets,97.6,
83,249,6392,-490,0,New Jersey Nets,97.6,
72,249,-6392,490,1,Cleveland Cavaliers,96.8,
88,249,-6392,490,0,Cleveland Cavaliers,96.8,
72,249,6392,-490,1,New Jersey Nets,97.6,
69,250,-7698,-7326,0,Chicago Bulls,98.8,
95,250,7698,7326,1,Detroit Pistons,96.0,
87,250,-7698,-7326,0,Chicago Bulls,98.8,
108,250,7698,7326,1,Detroit Pistons,96.0,
81,250,7698,7326,0,Detroit Pistons,96.0,
74,250,-7698,-7326,1,Chicago Bulls,98.8,
87,250,7698,7326,0,Detroit Pistons,96.0,
102,250,-7698,-7326,1,Chicago Bulls,98.8,
108,250,-7698,-7326,0,Chicago Bulls,98.8,
92,250,7698,7326,1,Detroit Pistons,96.0,
95,250,7698,7326,0,Detroit Pistons,96.0,
85,250,-7698,-7326,1,Chicago Bulls,98.8,
111,251,7394,5884,0,San Antonio Spurs,98.5,
106,251,-7394,-5884,1,Phoenix Suns,110.2,
81,251,7394,5884,0,San Antonio Spurs,98.5,
101,251,-7394,-5884,1,Phoenix Suns,110.2,
101,251,-7394,-5884,0,Phoenix Suns,110.2,
108,251,7394,5884,1,San Antonio Spurs,98.5,
104,251,-7394,-5884,0,Phoenix Suns,110.2,
98,251,7394,5884,1,San Antonio Spurs,98.5,
88,251,7394,5884,0,San Antonio Spurs,98.5,
85,251,-7394,-5884,1,Phoenix Suns,110.2,
106,251,-7394,-5884,0,Phoenix Suns,110.2,
114,251,7394,5884,1,San Antonio Spurs,98.5,
112,252,1458,-2706,0,Golden State Warriors,106.5,
116,252,-1458,2706,1,Utah Jazz,101.5,
117,252,1458,-2706,0,Golden State Warriors,106.5,
127,252,-1458,2706,1,Utah Jazz,101.5,
105,252,-1458,2706,0,Utah Jazz,101.5,
125,252,1458,-2706,1,Golden State Warriors,106.5,
115,252,-1458,2706,0,Utah Jazz,101.5,
101,252,1458,-2706,1,Golden State Warriors,106.5,
87,252,1458,-2706,0,Golden State Warriors,106.5,
100,252,-1458,2706,1,Utah Jazz,101.5,
76,253,-13567,-2925,0,Cleveland Cavaliers,96.8,
79,253,13567,2925,1,Detroit Pistons,96.0,
76,253,-13567,-2925,0,Cleveland Cavaliers,96.8,
79,253,13567,2925,1,Detroit Pistons,96.0,
82,253,13567,2925,0,Detroit Pistons,96.0,
88,253,-13567,-2925,1,Cleveland Cavaliers,96.8,
87,253,13567,2925,0,Detroit Pistons,96.0,
91,253,-13567,-2925,1,Cleveland Cavaliers,96.8,
109,253,-13567,-2925,0,Cleveland Cavaliers,96.8,
107,253,13567,2925,1,Detroit Pistons,96.0,
82,253,13567,2925,0,Detroit Pistons,96.0,
98,253,-13567,-2925,1,Cleveland Cavaliers,96.8,
100,254,-8544,-10542,0,Utah Jazz,101.5,
108,254,8544,10542,1,San Antonio Spurs,98.5,
96,254,-8544,-10542,0,Utah Jazz,101.5,
105,254,8544,10542,1,San Antonio Spurs,98.5,
83,254,8544,10542,0,San Antonio Spurs,98.5,
109,254,-8544,-10542,1,Utah Jazz,101.5,
91,254,8544,10542,0,San Antonio Spurs,98.5,
79,254,-8544,-10542,1,Utah Jazz,101.5,
84,254,-8544,-10542,0,Utah Jazz,101.5,
109,254,8544,10542,1,San Antonio Spurs,98.5,
81,226,-2558,-7111,0,Atlanta Hawks,98.2,
104,226,2558,7111,1,Boston Celtics,100.5,
77,226,-2558,-7111,0,Atlanta Hawks,98.2,
96,226,2558,7111,1,Boston Celtics,100.5,
93,226,2558,7111,0,Boston Celtics,100.5,
102,226,-2558,-7111,1,Atlanta Hawks,98.2,
92,226,2558,7111,0,Boston Celtics,100.5,
97,226,-2558,-7111,1,Atlanta Hawks,98.2,
85,226,-2558,-7111,0,Atlanta Hawks,98.2,
110,226,2558,7111,1,Boston Celtics,100.5,
100,226,2558,7111,0,Boston Celtics,100.5,
103,226,-2558,-7111,1,Atlanta Hawks,98.2,
65,226,-2558,-7111,0,Atlanta Hawks,98.2,
99,226,2558,7111,1,Boston Celtics,100.5,
90,227,-15144,-3661,0,Philadelphia 76ers,96.6,
86,227,15144,3661,1,Detroit Pistons,97.5,
88,227,-15144,-3661,0,Philadelphia 76ers,96.6,
105,227,15144,3661,1,Detroit Pistons,97.5,
75,227,15144,3661,0,Detroit Pistons,97.5,
95,227,-15144,-3661,1,Philadelphia 76ers,96.6,
93,227,15144,3661,0,Detroit Pistons,97.5,
84,227,-15144,-3661,1,Philadelphia 76ers,96.6,
81,227,-15144,-3661,0,Philadelphia 76ers,96.6,
98,227,15144,3661,1,Detroit Pistons,97.5,
100,227,15144,3661,0,Detroit Pistons,97.5,
77,227,-15144,-3661,1,Philadelphia 76ers,96.6,
100,228,-1023,731,0,Toronto Raptors,100.2,
114,228,1023,-731,1,Orlando Magic,104.5,
103,228,-1023,731,0,Toronto Raptors,100.2,
104,228,1023,-731,1,Orlando Magic,104.5,
94,228,1023,-731,0,Orlando Magic,104.5,
108,228,-1023,731,1,Toronto Raptors,100.2,
106,228,1023,-731,0,Orlando Magic,104.5,
94,228,-1023,731,1,Toronto Raptors,100.2,
92,228,-1023,731,0,Toronto Raptors,100.2,
102,228,1023,-731,1,Orlando Magic,104.5,
86,229,-103,-6204,0,Washington Wizards,98.8,
93,229,103,6204,1,Cleveland Cavaliers,96.4,
86,229,-103,-6204,0,Washington Wizards,98.8,
116,229,103,6204,1,Cleveland Cavaliers,96.4,
72,229,103,6204,0,Cleveland Cavaliers,96.4,
108,229,-103,-6204,1,Washington Wizards,98.8,
100,229,103,6204,0,Cleveland Cavaliers,96.4,
97,229,-103,-6204,1,Washington Wizards,98.8,
88,229,-103,-6204,0,Washington Wizards,98.8,
87,229,103,6204,1,Cleveland Cavaliers,96.4,
105,229,103,6204,0,Cleveland Cavaliers,96.4,
88,229,-103,-6204,1,Washington Wizards,98.8,
114,230,-2725,1847,0,Denver Nuggets,110.7,
128,230,2725,-1847,1,Los Angeles Lakers,108.6,
107,230,-2725,1847,0,Denver Nuggets,110.7,
122,230,2725,-1847,1,Los Angeles Lakers,108.6,
102,230,2725,-1847,0,Los Angeles Lakers,108.6,
84,230,-2725,1847,1,Denver Nuggets,110.7,
107,230,2725,-1847,0,Los Angeles Lakers,108.6,
101,230,-2725,1847,1,Denver Nuggets,110.7,
92,231,8025,6655,0,Dallas Mavericks,100.4,
104,231,-8025,-6655,1,New Orleans Hornets,100.9,
103,231,8025,6655,0,Dallas Mavericks,100.4,
127,231,-8025,-6655,1,New Orleans Hornets,100.9,
87,231,-8025,-6655,0,New Orleans Hornets,100.9,
97,231,8025,6655,1,Dallas Mavericks,100.4,
97,231,-8025,-6655,0,New Orleans Hornets,100.9,
84,231,8025,6655,1,Dallas Mavericks,100.4,
94,231,8025,6655,0,Dallas Mavericks,100.4,
99,231,-8025,-6655,1,New Orleans Hornets,100.9,
115,232,-1525,-11610,0,Phoenix Suns,110.1,
117,232,1525,11610,1,San Antonio Spurs,95.4,
96,232,-1525,-11610,0,Phoenix Suns,110.1,
102,232,1525,11610,1,San Antonio Spurs,95.4,
115,232,1525,11610,0,San Antonio Spurs,95.4,
99,232,-1525,-11610,1,Phoenix Suns,110.1,
86,232,1525,11610,0,San Antonio Spurs,95.4,
105,232,-1525,-11610,1,Phoenix Suns,110.1,
87,232,-1525,-11610,0,Phoenix Suns,110.1,
92,232,1525,11610,1,San Antonio Spurs,95.4,
93,233,-393,-1834,0,Utah Jazz,106.2,
82,233,393,1834,1,Houston Rockets,96.7,
90,233,-393,-1834,0,Utah Jazz,106.2,
84,233,393,1834,1,Houston Rockets,96.7,
94,233,393,1834,0,Houston Rockets,96.7,
92,233,-393,-1834,1,Utah Jazz,106.2,
82,233,393,1834,0,Houston Rockets,96.7,
86,233,-393,-1834,1,Utah Jazz,106.2,
69,233,-393,-1834,0,Utah Jazz,106.2,
95,233,393,1834,1,Houston Rockets,96.7,
91,233,393,1834,0,Houston Rockets,96.7,
113,233,-393,-1834,1,Utah Jazz,106.2,
72,234,2396,-3517,0,Cleveland Cavaliers,96.4,
76,234,-2396,3517,1,Boston Celtics,100.5,
73,234,2396,-3517,0,Cleveland Cavaliers,96.4,
89,234,-2396,3517,1,Boston Celtics,100.5,
84,234,-2396,3517,0,Boston Celtics,100.5,
108,234,2396,-3517,1,Cleveland Cavaliers,96.4,
77,234,-2396,3517,0,Boston Celtics,100.5,
88,234,2396,-3517,1,Cleveland Cavaliers,96.4,
89,234,2396,-3517,0,Cleveland Cavaliers,96.4,
96,234,-2396,3517,1,Boston Celtics,100.5,
69,234,-2396,3517,0,Boston Celtics,100.5,
74,234,2396,-3517,1,Cleveland Cavaliers,96.4,
92,234,2396,-3517,0,Cleveland Cavaliers,96.4,
97,234,-2396,3517,1,Boston Celtics,100.5,
72,235,-11391,-6199,0,Orlando Magic,104.5,
91,235,11391,6199,1,Detroit Pistons,97.5,
93,235,-11391,-6199,0,Orlando Magic,104.5,
100,235,11391,6199,1,Detroit Pistons,97.5,
86,235,11391,6199,0,Detroit Pistons,97.5,
111,235,-11391,-6199,1,Orlando Magic,104.5,
90,235,11391,6199,0,Detroit Pistons,97.5,
89,235,-11391,-6199,1,Orlando Magic,104.5,
86,235,-11391,-6199,0,Orlando Magic,104.5,
91,235,11391,6199,1,Detroit Pistons,97.5,
98,236,-6816,595,0,Utah Jazz,106.2,
109,236,6816,-595,1,Los Angeles Lakers,108.6,
