score,series_ID,starters_playoff_exp_diff,bench_playoff_exp_diff,at_home,team,reg_season_points,opp_reg_season_pa
108,219,10773,-905,0,Los Angeles Lakers,106.9,
94,219,-10773,905,1,Houston Rockets,98.4,
87,219,10773,-905,0,Los Angeles Lakers,106.9,
99,219,-10773,905,1,Houston Rockets,98.4,
78,219,-10773,905,0,Houston Rockets,98.4,
118,219,10773,-905,1,Los Angeles Lakers,106.9,
80,219,10773,-905,0,Los Angeles Lakers,106.9,
95,219,-10773,905,1,Houston Rockets,98.4,
70,219,-10773,905,0,Houston Rockets,98.4,
89,219,10773,-905,1,Los Angeles Lakers,106.9,
95,220,3552,224,0,Dallas Mavericks,101.7,
109,220,-3552,-224,1,Denver Nuggets,104.3,
105,220,3552,224,0,Dallas Mavericks,101.7,
117,220,-3552,-224,1,Denver Nuggets,104.3,
106,220,-3552,-224,0,Denver Nuggets,104.3,
105,220,3552,224,1,Dallas Mavericks,101.7,
117,220,-3552,-224,0,Denver Nuggets,104.3,
119,220,3552,224,1,Dallas Mavericks,101.7,
110,220,3552,224,0,Dallas Mavericks,101.7,
124,220,-3552,-224,1,Denver Nuggets,104.3,
72,221,-701,-6534,0,Atlanta Hawks,98.1,
99,221,701,6534,1,Cleveland Cavaliers,100.3,
85,221,-701,-6534,0,Atlanta Hawks,98.1,
105,221,701,6534,1,Cleveland Cavaliers,100.3,
97,221,701,6534,0,Cleveland Cavaliers,100.3,
82,221,-701,-6534,1,Atlanta Hawks,98.1,
84,221,701,6534,0,Cleveland Cavaliers,100.3,
74,221,-701,-6534,1,Atlanta Hawks,98.1,
95,222,-3061,445,0,Orlando Magic,101.0,
90,222,3061,-445,1,Boston Celtics,100.9,
94,222,-3061,445,0,Orlando Magic,101.0,
112,222,3061,-445,1,Boston Celtics,100.9,
96,222,3061,-445,0,Boston Celtics,100.9,
117,222,-3061,445,1,Orlando Magic,101.0,
95,222,3061,-445,0,Boston Celtics,100.9,
94,222,-3061,445,1,Orlando Magic,101.0,
88,222,-3061,445,0,Orlando Magic,101.0,
92,222,3061,-445,1,Boston Celtics,100.9,
75,222,3061,-445,0,Boston Celtics,100.9,
83,222,-3061,445,1,Orlando Magic,101.0,
101,222,-3061,445,0,Orlando Magic,101.0,
82,222,3061,-445,1,Boston Celtics,100.9,
107,223,-541,-5092,0,Orlando Magic,101.0,
106,223,541,5092,1,Cleveland Cavaliers,100.3,
95,223,-541,-5092,0,Orlando Magic,101.0,
96,223,541,5092,1,Cleveland Cavaliers,100.3,
89,223,541,5092,0,Cleveland Cavaliers,100.3,
99,223,-541,-5092,1,Orlando Magic,101.0,
114,223,541,5092,0,Cleveland Cavaliers,100.3,
116,223,-541,-5092,1,Orlando Magic,101.0,
102,223,-541,-5092,0,Orlando Magic,101.0,
112,223,541,5092,1,Cleveland Cavaliers,100.3,
90,223,541,5092,0,Cleveland Cavaliers,100.3,
103,223,-541,-5092,1,Orlando Magic,101.0,
103,224,-5449,-1399,0,Denver Nuggets,104.3,
105,224,5449,1399,1,Los Angeles Lakers,106.9,
106,224,-5449,-1399,0,Denver Nuggets,104.3,
103,224,5449,1399,1,Los Angeles Lakers,106.9,
103,224,5449,1399,0,Los Angeles Lakers,106.9,
97,224,-5449,-1399,1,Denver Nuggets,104.3,
101,224,5449,1399,0,Los Angeles Lakers,106.9,
120,224,-5449,-1399,1,Denver Nuggets,104.3,
94,224,-5449,-1399,0,Denver Nuggets,104.3,
103,224,5449,1399,1,Los Angeles Lakers,106.9,
119,224,5449,1399,0,Los Angeles Lakers,106.9,
92,224,-5449,-1399,1,Denver Nuggets,104.3,
83,196,-3800,-9115,0,Chicago Bulls,97.5,
96,196,3800,9115,1,Cleveland Cavaliers,102.1,
102,196,-3800,-9115,0,Chicago Bulls,97.5,
112,196,3800,9115,1,Cleveland Cavaliers,102.1,
106,196,3800,9115,0,Cleveland Cavaliers,102.1,
108,196,-3800,-9115,1,Chicago Bulls,97.5,
121,196,3800,9115,0,Cleveland Cavaliers,102.1,
98,196,-3800,-9115,1,Chicago Bulls,97.5,
94,196,-3800,-9115,0,Chicago Bulls,97.5,
96,196,3800,9115,1,Cleveland Cavaliers,102.1,
89,197,-2879,873,0,Charlotte Bobcats,95.3,
98,197,2879,-873,1,Orlando Magic,102.8,
77,197,-2879,873,0,Charlotte Bobcats,95.3,
92,197,2879,-873,1,Orlando Magic,102.8,
90,197,2879,-873,0,Orlando Magic,102.8,
86,197,-2879,873,1,Charlotte Bobcats,95.3,
99,197,2879,-873,0,Orlando Magic,102.8,
90,197,-2879,873,1,Charlotte Bobcats,95.3,
92,198,-3112,-1489,0,Milwaukee Bucks,97.7,
102,198,3112,1489,1,Atlanta Hawks,101.7,
86,198,-3112,-1489,0,Milwaukee Bucks,97.7,
96,198,3112,1489,1,Atlanta Hawks,101.7,
89,198,3112,1489,0,Atlanta Hawks,101.7,
107,198,-3112,-1489,1,Milwaukee Bucks,97.7,
104,198,3112,1489,0,Atlanta Hawks,101.7,
111,198,-3112,-1489,1,Milwaukee Bucks,97.7,
91,198,-3112,-1489,0,Milwaukee Bucks,97.7,
87,198,3112,1489,1,Atlanta Hawks,101.7,
83,198,3112,1489,0,Atlanta Hawks,101.7,
69,198,-3112,-1489,1,Milwaukee Bucks,97.7,
74,198,-3112,-1489,0,Milwaukee Bucks,97.7,
95,198,3112,1489,1,Atlanta Hawks,101.7,
76,199,-6565,-6289,0,Miami Heat,96.5,
85,199,6565,6289,1,Boston Celtics,99.2,
77,199,-6565,-6289,0,Miami Heat,96.5,
106,199,6565,6289,1,Boston Celtics,99.2,
100,199,6565,6289,0,Boston Celtics,99.2,
98,199,-6565,-6289,1,Miami Heat,96.5,
92,199,6565,6289,0,Boston Celtics,99.2,
101,199,-6565,-6289,1,Miami Heat,96.5,
86,199,-6565,-6289,0,Miami Heat,96.5,
96,199,6565,6289,1,Boston Celtics,99.2,
79,200,-15482,-4035,0,Oklahoma City Thunder,101.5,
87,200,15482,4035,1,Los Angeles Lakers,101.7,
92,200,-15482,-4035,0,Oklahoma City Thunder,101.5,
95,200,15482,4035,1,Los Angeles Lakers,101.7,
96,200,15482,4035,0,Los Angeles Lakers,101.7,
101,200,-15482,-4035,1,Oklahoma City Thunder,101.5,
89,200,15482,4035,0,Los Angeles Lakers,101.7,
110,200,-15482,-4035,1,Oklahoma City Thunder,101.5,
87,200,-15482,-4035,0,Oklahoma City Thunder,101.5,
111,200,15482,4035,1,Los Angeles Lakers,101.7,
95,200,15482,4035,0,Los Angeles Lakers,101.7,
94,200,-15482,-4035,1,Oklahoma City Thunder,101.5,
94,201,2356,-615,0,San Antonio Spurs,101.4,
100,201,-2356,615,1,Dallas Mavericks,102.0,
102,201,2356,-615,0,San Antonio Spurs,101.4,
88,201,-2356,615,1,Dallas Mavericks,102.0,
90,201,-2356,615,0,Dallas Mavericks,102.0,
94,201,2356,-615,1,San Antonio Spurs,101.4,
89,201,-2356,615,0,Dallas Mavericks,102.0,
92,201,2356,-615,1,San Antonio Spurs,101.4,
81,201,2356,-615,0,San Antonio Spurs,101.4,
103,201,-2356,615,1,Dallas Mavericks,102.0,
87,201,-2356,615,0,Dallas Mavericks,102.0,
97,201,2356,-615,1,San Antonio Spurs,101.4,
105,202,-3083,-332,0,Portland Trail Blazers,98.1,
100,202,3083,332,1,Phoenix Suns,110.2,
90,202,-3083,-332,0,Portland Trail Blazers,98.1,
119,202,3083,332,1,Phoenix Suns,110.2,
108,202,3083,332,0,Phoenix Suns,110.2,
89,202,-3083,-332,1,Portland Trail Blazers,98.1,
87,202,3083,332,0,Phoenix Suns,110.2,
96,202,-3083,-332,1,Portland Trail Blazers,98.1,
88,202,-3083,-332,0,Portland Trail Blazers,98.1,
107,202,3083,332,1,Phoenix Suns,110.2,
99,202,3083,332,0,Phoenix Suns,110.2,
90,202,-3083,-332,1,Portland Trail Blazers,98.1,
113,203,-7424,694,0,Utah Jazz,104.2,
126,203,7424,-694,1,Denver Nuggets,106.5,
114,203,-7424,694,0,Utah Jazz,104.2,
111,203,7424,-694,1,Denver Nuggets,106.5,
93,203,7424,-694,0,Denver Nuggets,106.5,
105,203,-7424,694,1,Utah Jazz,104.2,
106,203,7424,-694,0,Denver Nuggets,106.5,
117,203,-7424,694,1,Utah Jazz,104.2,
102,203,-7424,694,0,Utah Jazz,104.2,
116,203,7424,-694,1,Denver Nuggets,106.5,
104,203,7424,-694,0,Denver Nuggets,106.5,
112,203,-7424,694,1,Utah Jazz,104.2,
93,204,-887,4862,0,Boston Celtics,99.2,
101,204,887,-4862,1,Cleveland Cavaliers,102.1,
104,204,-887,4862,0,Boston Celtics,99.2,
86,204,887,-4862,1,Cleveland Cavaliers,102.1,
124,204,887,-4862,0,Cleveland Cavaliers,102.1,
95,204,-887,4862,1,Boston Celtics,99.2,
87,204,887,-4862,0,Cleveland Cavaliers,102.1,
97,204,-887,4862,1,Boston Celtics,99.2,
120,204,-887,4862,0,Boston Celtics,99.2,
88,204,887,-4862,1,Cleveland Cavaliers,102.1,
85,204,887,-4862,0,Cleveland Cavaliers,102.1,
94,204,-887,4862,1,Boston Celtics,99.2,
71,205,-3313,2404,0,Atlanta Hawks,101.7,
114,205,3313,-2404,1,Orlando Magic,102.8,
98,205,-3313,2404,0,Atlanta Hawks,101.7,
112,205,3313,-2404,1,Orlando Magic,102.8,
105,205,3313,-2404,0,Orlando Magic,102.8,
75,205,-3313,2404,1,Atlanta Hawks,101.7,
98,205,3313,-2404,0,Orlando Magic,102.8,
84,205,-3313,2404,1,Atlanta Hawks,101.7,
99,206,-14613,-894,0,Utah Jazz,104.2,
104,206,14613,894,1,Los Angeles Lakers,101.7,
103,206,-14613,-894,0,Utah Jazz,104.2,
111,206,14613,894,1,Los Angeles Lakers,101.7,
111,206,14613,894,0,Los Angeles Lakers,101.7,
110,206,-14613,-894,1,Utah Jazz,104.2,
111,206,14613,894,0,Los Angeles Lakers,101.7,
96,206,-14613,-894,1,Utah Jazz,104.2,
102,207,10697,1152,0,San Antonio Spurs,101.4,
111,207,-10697,-1152,1,Phoenix Suns,110.2,
102,207,10697,1152,0,San Antonio Spurs,101.4,
110,207,-10697,-1152,1,Phoenix Suns,110.2,
110,207,-10697,-1152,0,Phoenix Suns,110.2,
96,207,10697,1152,1,San Antonio Spurs,101.4,
107,207,-10697,-1152,0,Phoenix Suns,110.2,
101,207,10697,1152,1,San Antonio Spurs,101.4,
107,208,-11942,-2123,0,Phoenix Suns,110.2,
128,208,11942,2123,1,Los Angeles Lakers,101.7,
112,208,-11942,-2123,0,Phoenix Suns,110.2,
124,208,11942,2123,1,Los Angeles Lakers,101.7,
109,208,11942,2123,0,Los Angeles Lakers,101.7,
118,208,-11942,-2123,1,Phoenix Suns,110.2,
106,208,11942,2123,0,Los Angeles Lakers,101.7,
115,208,-11942,-2123,1,Phoenix Suns,110.2,
101,208,-11942,-2123,0,Phoenix Suns,110.2,
103,208,11942,2123,1,Los Angeles Lakers,101.7,
111,208,11942,2123,0,Los Angeles Lakers,101.7,
103,208,-11942,-2123,1,Phoenix Suns,110.2,
92,209,6312,7345,0,Boston Celtics,99.2,
88,209,-6312,-7345,1,Orlando Magic,102.8,
95,209,6312,7345,0,Boston Celtics,99.2,
92,209,-6312,-7345,1,Orlando Magic,102.8,
71,209,-6312,-7345,0,Orlando Magic,102.8,
94,209,6312,7345,1,Boston Celtics,99.2,
96,209,-6312,-7345,0,Orlando Magic,102.8,
92,209,6312,7345,1,Boston Celtics,99.2,
92,209,6312,7345,0,Boston Celtics,99.2,
113,209,-6312,-7345,1,Orlando Magic,102.8,
84,209,-6312,-7345,0,Orlando Magic,102.8,
96,209,6312,7345,1,Boston Celtics,99.2,
99,181,-4046,-1597,0,Indiana Pacers,99.8,
104,181,4046,1597,1,Chicago Bulls,98.6,
90,181,-4046,-1597,0,Indiana Pacers,99.8,
96,181,4046,1597,1,Chicago Bulls,98.6,
88,181,4046,1597,0,Chicago Bulls,98.6,
84,181,-4046,-1597,1,Indiana Pacers,99.8,
84,181,4046,1597,0,Chicago Bulls,98.6,
89,181,-4046,-1597,1,Indiana Pacers,99.8,
89,181,-4046,-1597,0,Indiana Pacers,99.8,
116,181,4046,1597,1,Chicago Bulls,98.6,
89,182,-4856,-7217,0,Philadelphia 76ers,99.0,
97,182,4856,7217,1,Miami Heat,102.1,
73,182,-4856,-7217,0,Philadelphia 76ers,99.0,
94,182,4856,7217,1,Miami Heat,102.1,
100,182,4856,7217,0,Miami Heat,102.1,
94,182,-4856,-7217,1,Philadelphia 76ers,99.0,
82,182,4856,7217,0,Miami Heat,102.1,
86,182,-4856,-7217,1,Philadelphia 76ers,99.0,
91,182,-4856,-7217,0,Philadelphia 76ers,99.0,
97,182,4856,7217,1,Miami Heat,102.1,
85,183,-11598,2130,0,New York Knicks,106.5,
87,183,11598,-2130,1,Boston Celtics,96.5,
93,183,-11598,2130,0,New York Knicks,106.5,
96,183,11598,-2130,1,Boston Celtics,96.5,
113,183,11598,-2130,0,Boston Celtics,96.5,
96,183,-11598,2130,1,New York Knicks,106.5,
101,183,11598,-2130,0,Boston Celtics,96.5,
89,183,-11598,2130,1,New York Knicks,106.5,
103,184,-1402,349,0,Atlanta Hawks,95.0,
93,184,1402,-349,1,Orlando Magic,99.2,
82,184,-1402,349,0,Atlanta Hawks,95.0,
88,184,1402,-349,1,Orlando Magic,99.2,
84,184,1402,-349,0,Orlando Magic,99.2,
88,184,-1402,349,1,Atlanta Hawks,95.0,
85,184,1402,-349,0,Orlando Magic,99.2,
88,184,-1402,349,1,Atlanta Hawks,95.0,
76,184,-1402,349,0,Atlanta Hawks,95.0,
101,184,1402,-349,1,Orlando Magic,99.2,
81,184,1402,-349,0,Orlando Magic,99.2,
84,184,-1402,349,1,Atlanta Hawks,95.0,
101,185,-16478,-2336,0,Memphis Grizzlies,99.9,
98,185,16478,2336,1,San Antonio Spurs,103.7,
87,185,-16478,-2336,0,Memphis Grizzlies,99.9,
93,185,16478,2336,1,San Antonio Spurs,103.7,
88,185,16478,2336,0,San Antonio Spurs,103.7,
91,185,-16478,-2336,1,Memphis Grizzlies,99.9,
86,185,16478,2336,0,San Antonio Spurs,103.7,
104,185,-16478,-2336,1,Memphis Grizzlies,99.9,
103,185,-16478,-2336,0,Memphis Grizzlies,99.9,
110,185,16478,2336,1,San Antonio Spurs,103.7,
91,185,16478,2336,0,San Antonio Spurs,103.7,
99,185,-16478,-2336,1,Memphis Grizzlies,99.9,
109,186,-18144,-6301,0,New Orleans Hornets,94.9,
100,186,18144,6301,1,Los Angeles Lakers,101.5,
78,186,-18144,-6301,0,New Orleans Hornets,94.9,
87,186,18144,6301,1,Los Angeles Lakers,101.5,
100,186,18144,6301,0,Los Angeles Lakers,101.5,
86,186,-18144,-6301,1,New Orleans Hornets,94.9,
88,186,18144,6301,0,Los Angeles Lakers,101.5,
93,186,-18144,-6301,1,New Orleans Hornets,94.9,
90,186,-18144,-6301,0,New Orleans Hornets,94.9,
106,186,18144,6301,1,Los Angeles Lakers,101.5,
98,186,18144,6301,0,Los Angeles Lakers,101.5,
80,186,-18144,-6301,1,New Orleans Hornets,94.9,
81,187,-10772,-3561,0,Portland Trail Blazers,96.3,
89,187,10772,3561,1,Dallas Mavericks,100.2,
89,187,-10772,-3561,0,Portland Trail Blazers,96.3,
101,187,10772,3561,1,Dallas Mavericks,100.2,
92,187,10772,3561,0,Dallas Mavericks,100.2,
97,187,-10772,-3561,1,Portland Trail Blazers,96.3,
82,187,10772,3561,0,Dallas Mavericks,100.2,
84,187,-10772,-3561,1,Portland Trail Blazers,96.3,
82,187,-10772,-3561,0,Portland Trail Blazers,96.3,
93,187,10772,3561,1,Dallas Mavericks,100.2,
103,187,10772,3561,0,Dallas Mavericks,100.2,
96,187,-10772,-3561,1,Portland Trail Blazers,96.3,
103,188,1917,774,0,Denver Nuggets,107.5,
107,188,-1917,-774,1,Oklahoma City Thunder,104.8,
89,188,1917,774,0,Denver Nuggets,107.5,
106,188,-1917,-774,1,Oklahoma City Thunder,104.8,
97,188,-1917,-774,0,Oklahoma City Thunder,104.8,
94,188,1917,774,1,Denver Nuggets,107.5,
101,188,-1917,-774,0,Oklahoma City Thunder,104.8,
104,188,1917,774,1,Denver Nuggets,107.5,
97,188,1917,774,0,Denver Nuggets,107.5,
100,188,-1917,-774,1,Oklahoma City Thunder,104.8,
103,189,286,-258,0,Atlanta Hawks,95.0,
95,189,-286,258,1,Chicago Bulls,98.6,
73,189,286,-258,0,Atlanta Hawks,95.0,
86,189,-286,258,1,Chicago Bulls,98.6,
99,189,-286,258,0,Chicago Bulls,98.6,
82,189,286,-258,1,Atlanta Hawks,95.0,
88,189,-286,258,0,Chicago Bulls,98.6,
100,189,286,-258,1,Atlanta Hawks,95.0,
83,189,286,-258,0,Atlanta Hawks,95.0,
95,189,-286,258,1,Chicago Bulls,98.6,
93,189,-286,258,0,Chicago Bulls,98.6,
73,189,286,-258,1,Atlanta Hawks,95.0,
90,190,8637,2834,0,Boston Celtics,96.5,
99,190,-8637,-2834,1,Miami Heat,102.1,
91,190,8637,2834,0,Boston Celtics,96.5,
102,190,-8637,-2834,1,Miami Heat,102.1,
81,190,-8637,-2834,0,Miami Heat,102.1,
97,190,8637,2834,1,Boston Celtics,96.5,
98,190,-8637,-2834,0,Miami Heat,102.1,
90,190,8637,2834,1,Boston Celtics,96.5,
87,190,8637,2834,0,Boston Celtics,96.5,
97,190,-8637,-2834,1,Miami Heat,102.1,
96,191,-5499,-2205,0,Dallas Mavericks,100.2,
94,191,5499,2205,1,Los Angeles Lakers,101.5,
93,191,-5499,-2205,0,Dallas Mavericks,100.2,
81,191,5499,2205,1,Los Angeles Lakers,101.5,
92,191,5499,2205,0,Los Angeles Lakers,101.5,
98,191,-5499,-2205,1,Dallas Mavericks,100.2,
86,191,5499,2205,0,Los Angeles Lakers,101.5,
122,191,-5499,-2205,1,Dallas Mavericks,100.2,
114,192,-1490,-32,0,Memphis Grizzlies,99.9,
101,192,1490,32,1,Oklahoma City Thunder,104.8,
102,192,-1490,-32,0,Memphis Grizzlies,99.9,
111,192,1490,32,1,Oklahoma City Thunder,104.8,
93,192,1490,32,0,Oklahoma City Thunder,104.8,
101,192,-1490,-32,1,Memphis Grizzlies,99.9,
133,192,1490,32,0,Oklahoma City Thunder,104.8,
123,192,-1490,-32,1,Memphis Grizzlies,99.9,
72,192,-1490,-32,0,Memphis Grizzlies,99.9,
99,192,1490,32,1,Oklahoma City Thunder,104.8,
83,192,1490,32,0,Oklahoma City Thunder,104.8,
95,192,-1490,-32,1,Memphis Grizzlies,99.9,
90,192,-1490,-32,0,Memphis Grizzlies,99.9,
105,192,1490,32,1,Oklahoma City Thunder,104.8,
82,193,5340,2629,0,Miami Heat,102.1,
103,193,-5340,-2629,1,Chicago Bulls,98.6,
85,193,5340,2629,0,Miami Heat,102.1,
75,193,-5340,-2629,1,Chicago Bulls,98.6,
85,193,-5340,-2629,0,Chicago Bulls,98.6,
96,193,5340,2629,1,Miami Heat,102.1,
93,193,-5340,-2629,0,Chicago Bulls,98.6,
101,193,5340,2629,1,Miami Heat,102.1,
83,193,5340,2629,0,Miami Heat,102.1,
80,193,-5340,-2629,1,Chicago Bulls,98.6,
112,194,-13792,-877,0,Oklahoma City Thunder,104.8,
121,194,13792,877,1,Dallas Mavericks,100.2,
106,194,-13792,-877,0,Oklahoma City Thunder,104.8,
100,194,13792,877,1,Dallas Mavericks,100.2,
93,194,13792,877,0,Dallas Mavericks,100.2,
87,194,-13792,-877,1,Oklahoma City Thunder,104.8,
112,194,13792,877,0,Dallas Mavericks,100.2,
105,194,-13792,-877,1,Oklahoma City Thunder,104.8,
96,194,-13792,-877,0,Oklahoma City Thunder,104.8,
100,194,13792,877,1,Dallas Mavericks,100.2,
91,166,-7080,-2798,0,Philadelphia 76ers,93.6,
103,166,7080,2798,1,Chicago Bulls,96.3,
109,166,-7080,-2798,0,Philadelphia 76ers,93.6,
92,166,7080,2798,1,Chicago Bulls,96.3,
74,166,7080,2798,0,Chicago Bulls,96.3,
79,166,-7080,-2798,1,Philadelphia 76ers,93.6,
82,166,7080,2798,0,Chicago Bulls,96.3,
89,166,-7080,-2798,1,Philadelphia 76ers,93.6,
69,166,-7080,-2798,0,Philadelphia 76ers,93.6,
77,166,7080,2798,1,Chicago Bulls,96.3,
78,166,7080,2798,0,Chicago Bulls,96.3,
79,166,-7080,-2798,1,Philadelphia 76ers,93.6,
67,167,-1660,-3487,0,New York Knicks,97.8,
100,167,1660,3487,1,Miami Heat,98.5,
94,167,-1660,-3487,0,New York Knicks,97.8,
104,167,1660,3487,1,Miami Heat,98.5,
87,167,1660,3487,0,Miami Heat,98.5,
70,167,-1660,-3487,1,New York Knicks,97.8,
87,167,1660,3487,0,Miami Heat,98.5,
89,167,-1660,-3487,1,New York Knicks,97.8,
94,167,-1660,-3487,0,New York Knicks,97.8,
106,167,1660,3487,1,Miami Heat,98.5,
81,168,4652,-313,0,Orlando Magic,94.2,
77,168,-4652,313,1,Indiana Pacers,97.7,
78,168,4652,-313,0,Orlando Magic,94.2,
93,168,-4652,313,1,Indiana Pacers,97.7,
97,168,-4652,313,0,Indiana Pacers,97.7,
74,168,4652,-313,1,Orlando Magic,94.2,
101,168,-4652,313,0,Indiana Pacers,97.7,
99,168,4652,-313,1,Orlando Magic,94.2,
87,168,4652,-313,0,Orlando Magic,94.2,
105,168,-4652,313,1,Indiana Pacers,97.7,
74,169,5513,-657,0,Boston Celtics,91.8,
83,169,-5513,657,1,Atlanta Hawks,96.6,
87,169,5513,-657,0,Boston Celtics,91.8,
80,169,-5513,657,1,Atlanta Hawks,96.6,
84,169,-5513,657,0,Atlanta Hawks,96.6,
90,169,5513,-657,1,Boston Celtics,91.8,
79,169,-5513,657,0,Atlanta Hawks,96.6,
101,169,5513,-657,1,Boston Celtics,91.8,
86,169,5513,-657,0,Boston Celtics,91.8,
87,169,-5513,657,1,Atlanta Hawks,96.6,
80,169,-5513,657,0,Atlanta Hawks,96.6,
83,169,5513,-657,1,Boston Celtics,91.8,
91,170,-16033,899,0,Utah Jazz,99.7,
106,170,16033,-899,1,San Antonio Spurs,103.7,
83,170,-16033,899,0,Utah Jazz,99.7,
114,170,16033,-899,1,San Antonio Spurs,103.7,
102,170,16033,-899,0,San Antonio Spurs,103.7,
90,170,-16033,899,1,Utah Jazz,99.7,
87,170,16033,-899,0,San Antonio Spurs,103.7,
81,170,-16033,899,1,Utah Jazz,99.7,
98,171,10546,-1990,0,Dallas Mavericks,95.8,
99,171,-10546,1990,1,Oklahoma City Thunder,103.1,
99,171,10546,-1990,0,Dallas Mavericks,95.8,
102,171,-10546,1990,1,Oklahoma City Thunder,103.1,
95,171,-10546,1990,0,Oklahoma City Thunder,103.1,
79,171,10546,-1990,1,Dallas Mavericks,95.8,
103,171,-10546,1990,0,Oklahoma City Thunder,103.1,
97,171,10546,-1990,1,Dallas Mavericks,95.8,
88,172,-11315,-2725,0,Denver Nuggets,104.1,
103,172,11315,2725,1,Los Angeles Lakers,97.3,
100,172,-11315,-2725,0,Denver Nuggets,104.1,
104,172,11315,2725,1,Los Angeles Lakers,97.3,
84,172,11315,2725,0,Los Angeles Lakers,97.3,
99,172,-11315,-2725,1,Denver Nuggets,104.1,
92,172,11315,2725,0,Los Angeles Lakers,97.3,
88,172,-11315,-2725,1,Denver Nuggets,104.1,
102,172,-11315,-2725,0,Denver Nuggets,104.1,
99,172,11315,2725,1,Los Angeles Lakers,97.3,
96,172,11315,2725,0,Los Angeles Lakers,97.3,
113,172,-11315,-2725,1,Denver Nuggets,104.1,
87,172,-11315,-2725,0,Denver Nuggets,104.1,
96,172,11315,2725,1,Los Angeles Lakers,97.3,
99,173,-79,2940,0,Los Angeles Clippers,97.5,
98,173,79,-2940,1,Memphis Grizzlies,95.0,
98,173,-79,2940,0,Los Angeles Clippers,97.5,
105,173,79,-2940,1,Memphis Grizzlies,95.0,
86,173,79,-2940,0,Memphis Grizzlies,95.0,
87,173,-79,2940,1,Los Angeles Clippers,97.5,
97,173,79,-2940,0,Memphis Grizzlies,95.0,
101,173,-79,2940,1,Los Angeles Clippers,97.5,
80,173,-79,2940,0,Los Angeles Clippers,97.5,
92,173,79,-2940,1,Memphis Grizzlies,95.0,
90,173,79,-2940,0,Memphis Grizzlies,95.0,
88,173,-79,2940,1,Los Angeles Clippers,97.5,
82,173,-79,2940,0,Los Angeles Clippers,97.5,
72,173,79,-2940,1,Memphis Grizzlies,95.0,
86,174,-8730,-4051,0,Indiana Pacers,97.7,
95,174,8730,4051,1,Miami Heat,98.5,
78,174,-8730,-4051,0,Indiana Pacers,97.7,
75,174,8730,4051,1,Miami Heat,98.5,
75,174,8730,4051,0,Miami Heat,98.5,
94,174,-8730,-4051,1,Indiana Pacers,97.7,
101,174,8730,4051,0,Miami Heat,98.5,
93,174,-8730,-4051,1,Indiana Pacers,97.7,
83,174,-8730,-4051,0,Indiana Pacers,97.7,
115,174,8730,4051,1,Miami Heat,98.5,
105,174,8730,4051,0,Miami Heat,98.5,
93,174,-8730,-4051,1,Indiana Pacers,97.7,
91,175,-14329,-1563,0,Philadelphia 76ers,93.6,
92,175,14329,1563,1,Boston Celtics,91.8,
82,175,-14329,-1563,0,Philadelphia 76ers,93.6,
81,175,14329,1563,1,Boston Celtics,91.8,
107,175,14329,1563,0,Boston Celtics,91.8,
91,175,-14329,-1563,1,Philadelphia 76ers,93.6,
83,175,14329,1563,0,Boston Celtics,91.8,
92,175,-14329,-1563,1,Philadelphia 76ers,93.6,
85,175,-14329,-1563,0,Philadelphia 76ers,93.6,
101,175,14329,1563,1,Boston Celtics,91.8,
75,175,14329,1563,0,Boston Celtics,91.8,
82,175,-14329,-1563,1,Philadelphia 76ers,93.6,
75,175,-14329,-1563,0,Philadelphia 76ers,93.6,
85,175,14329,1563,1,Boston Celtics,91.8,
92,176,-14503,2186,0,Los Angeles Clippers,97.5,
108,176,14503,-2186,1,San Antonio Spurs,103.7,
88,176,-14503,2186,0,Los Angeles Clippers,97.5,
105,176,14503,-2186,1,San Antonio Spurs,103.7,
96,176,14503,-2186,0,San Antonio Spurs,103.7,
86,176,-14503,2186,1,Los Angeles Clippers,97.5,
102,176,14503,-2186,0,San Antonio Spurs,103.7,
99,176,-14503,2186,1,Los Angeles Clippers,97.5,
90,177,10877,-6798,0,Los Angeles Lakers,97.3,
119,177,-10877,6798,1,Oklahoma City Thunder,103.1,
75,177,10877,-6798,0,Los Angeles Lakers,97.3,
77,177,-10877,6798,1,Oklahoma City Thunder,103.1,
96,177,-10877,6798,0,Oklahoma City Thunder,103.1,
99,177,10877,-6798,1,Los Angeles Lakers,97.3,
103,177,-10877,6798,0,Oklahoma City Thunder,103.1,
100,177,10877,-6798,1,Los Angeles Lakers,97.3,
90,177,10877,-6798,0,Los Angeles Lakers,97.3,
106,177,-10877,6798,1,Oklahoma City Thunder,103.1,
98,178,-11515,5578,0,Oklahoma City Thunder,103.1,
101,178,11515,-5578,1,San Antonio Spurs,103.7,
111,178,-11515,5578,0,Oklahoma City Thunder,103.1,
120,178,11515,-5578,1,San Antonio Spurs,103.7,
82,178,11515,-5578,0,San Antonio Spurs,103.7,
102,178,-11515,5578,1,Oklahoma City Thunder,103.1,
103,178,11515,-5578,0,San Antonio Spurs,103.7,
109,178,-11515,5578,1,Oklahoma City Thunder,103.1,
108,178,-11515,5578,0,Oklahoma City Thunder,103.1,
103,178,11515,-5578,1,San Antonio Spurs,103.7,
99,178,11515,-5578,0,San Antonio Spurs,103.7,
107,178,-11515,5578,1,Oklahoma City Thunder,103.1,
79,179,4309,-2260,0,Boston Celtics,91.8,
93,179,-4309,2260,1,Miami Heat,98.5,
